PB/L9/s-EB/4/b-NO/(1,R)/b
PB/L8/s-EB/3/b-NO/(1,R)/b
PB/L7/s-EB/2/b-NO/(1,R)/b
PB/L6/s-EB/1/b-NO/(1,R)/b
PB/L5/s-EB/8/b-NO/(1,R)/b
PB/L4/s-EB/7/b-NO/(1,R)/b
PB/L3/s-EB/6/b-NO/(1,R)/b
PB/L2/s-EB/5/b-NO/(1,R)/b
PB/R2/s-EB/5/b-no/(1,L)/b
PB/R3/s-EB/4/b-no/(1,L)/b
PB/R4/s-EB/3/b-no/(1,L)/b
PB/R5/s-EB/2/b-no/(1,L)/b
PB/R6/s-EB/1/b-no/(1,L)/b
PB/R7/s-EB/8/b-no/(1,L)/b
PB/R8/s-EB/7/b-no/(1,L)/b
PB/R9/s-EB/6/b-no/(1,L)/b
